Emotions,Paths
happy,./datasets/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
happy,./datasets/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
happy,./datasets/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
happy,./datasets/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
happy,./datasets/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
sad,./datasets/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
angry,./datasets/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
fear,./datasets/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
calm,./datasets/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
happy,./datasets/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
sad,./datasets/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
angry,./datasets/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
fear,./datasets/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_08/03-01-01-01-01-01-08.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_08/03-01-01-01-01-02-08.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_08/03-01-01-01-02-01-08.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_08/03-01-01-01-02-02-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-01-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-02-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-02-02-01-08.wav
calm,./datasets/audio_speech_actors_01-24/Actor_08/03-01-02-02-02-02-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-01-01-01-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-01-01-02-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-01-02-01-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-01-02-02-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-02-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-02-02-01-08.wav
happy,./datasets/audio_speech_actors_01-24/Actor_08/03-01-03-02-02-02-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-01-01-01-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-01-01-02-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-01-02-01-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-01-02-02-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-02-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-02-02-01-08.wav
sad,./datasets/audio_speech_actors_01-24/Actor_08/03-01-04-02-02-02-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-01-01-01-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-01-01-02-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-01-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-02-01-01-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-02-01-02-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-02-02-01-08.wav
angry,./datasets/audio_speech_actors_01-24/Actor_08/03-01-05-02-02-02-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-01-01-01-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-01-01-02-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-01-02-01-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-01-02-02-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-02-01-01-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-02-01-02-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
fear,./datasets/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-01-01-02-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-01-01-02-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-02-08.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
calm,./datasets/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
happy,./datasets/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
sad,./datasets/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
angry,./datasets/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
fear,./datasets/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
calm,./datasets/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
happy,./datasets/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
sad,./datasets/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
angry,./datasets/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
fear,./datasets/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-01-11.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-02-11.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_11/03-01-01-01-02-01-11.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_11/03-01-01-01-02-02-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-01-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-02-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-01-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-02-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-02-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-02-02-01-11.wav
calm,./datasets/audio_speech_actors_01-24/Actor_11/03-01-02-02-02-02-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-01-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-02-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-01-11.wav
happy,./datasets/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-01-11.wav
sad,./datasets/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-02-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-02-11.wav
